Longitude,Latitude,Depth,pTemperature,Salinity,d18O,dD,Year,Month,Reference,
141,-65,399,0.71,34.67,-0.09,**,2000,12,Jacobs et al (2005),
142.89,-65.82,410,0.63,34.67,-0.09,**,2001,1,Jacobs et al (2005),
143.52,-65.8,723,0.28,34.67,-0.09,**,2001,1,Jacobs et al (2005),
-177.31,53.1,3602,1.59,34.67,-0.06,**,1973,10,GEOSECS Ostlund et al (1987),
-122.21,22.52,3179,1.53,34.67,-0.05,-1.4,1974,6,GEOSECS Ostlund et al (1987),
145.44,-65.91,499,0.55,34.67,-0.04,**,2001,1,Jacobs et al (2005),
146.94,-65.84,635,0.45,34.67,-0.01,**,2001,1,Jacobs et al (2005),
-101.48,-71.11,383,1.46,34.67,0.01,**,1994,3,Jacobs et al (1996),
-103.1,-73.39,651,1.13,34.67,0.02,**,1994,3,Jacobs et al (1996),
142.85,29.08,0,28.3,34.67,0.06,**,1984,8,Oba (1988),
142.97,79.8,150,0.53,34.67,0.1,**,2008,10,Abrahamsen et al (2009),
125.98,78.82,147,1.17,34.67,0.11,**,2008,10,Abrahamsen et al (2009),
142.32,79.93,150,0.4,34.67,0.15,**,2008,10,Abrahamsen et al (2009),
176.88,81.58,202,0.28,34.67,0.16,**,1994,8,Ekwurzel et al (2001),
-167.1,74.3,251,-0.01,34.67,0.24,**,1993,8,Cooper et al (1999),
-143.47,72.58,350,**,34.67,0.29,**,1990,9,Macdonald et al (1995),
134.45,7.33,2,30.9,34.67,0.44,**,1998,8,Morimoto et al (2002),
142.55,36,4035,1.49,34.67,,-1.1,**,**,Horibe and Ogura (1968),
142.55,36,4614,1.53,34.67,,-0.5,**,**,Horibe and Ogura (1968),
142.55,36,5312,1.57,34.67,,-0.8,**,**,Horibe and Ogura (1968),
142.55,36,6782,1.76,34.67,,-0.5,**,**,Horibe and Ogura (1968),
124.19,20.27,67,25.66,34.67,,3.1,**,**,Horibe and Ogura (1968),
124.19,20.27,3915,1.57,34.67,,-0.1,**,**,Horibe and Ogura (1968),
124.19,20.27,4395,1.6,34.67,,-0.5,**,**,Horibe and Ogura (1968),
135.9,28,3779,1.52,34.67,,-0.8,**,**,Horibe and Ogura (1968),
136.08,31.75,0,22,34.67,,3.8,**,**,Horibe and Ogura (1968),
136.08,31.75,3137,1.53,34.67,,0.7,**,**,Horibe and Ogura (1968),
148.47,-65.39,3030,-0.22,34.68,-0.24,**,2001,1,Jacobs et al (2005),
145.47,-65.69,2968,-0.19,34.68,-0.22,**,2001,1,Jacobs et al (2005),
145.71,-65.33,3231,-0.18,34.68,-0.2,**,2001,1,Jacobs et al (2005),
147.32,-65.5,2993,-0.21,34.68,-0.2,**,2001,1,Jacobs et al (2005),
143.12,-65.63,1801,0.05,34.68,-0.18,**,2000,12,Jacobs et al (2005),
144.01,-65.85,1111,0.11,34.68,-0.18,**,2001,1,Jacobs et al (2005),
145.47,-65.69,1997,0.1,34.68,-0.18,**,2001,1,Jacobs et al (2005),
144.28,-65.52,1798,0.12,34.68,-0.15,**,2001,1,Jacobs et al (2005),
142.92,-65.77,1499,0.06,34.68,-0.14,**,2000,12,Jacobs et al (2005),
142.92,-65.73,1248,0.17,34.68,-0.14,**,2000,12,Jacobs et al (2005),
143.16,-65.78,849,0.23,34.68,-0.13,**,2001,1,Jacobs et al (2005),
145.44,-65.91,1189,0.1,34.68,-0.12,**,2001,1,Jacobs et al (2005),
140.76,-65.23,1099,0.31,34.68,-0.11,**,2000,12,Jacobs et al (2005),
142.92,-65.77,626,0.53,34.68,-0.1,**,2000,12,Jacobs et al (2005),
141.93,-65.35,470,0.73,34.68,-0.1,**,2000,12,Jacobs et al (2005),
145.44,-65.88,1101,0.29,34.68,-0.1,**,2001,1,Jacobs et al (2005),
145.44,-65.82,599,0.66,34.68,-0.09,**,2001,1,Jacobs et al (2005),
152.3,46.04,3501,1.48,34.68,-0.08,**,1998,7,Yamamoto et al (2002),
141.87,-65.51,559,0.46,34.68,-0.08,**,2000,12,Jacobs et al (2005),
148.37,-65.84,899,0.34,34.68,-0.08,**,2001,1,Jacobs et al (2005),
144,-65.78,623,0.62,34.68,-0.07,**,2001,1,Jacobs et al (2005),
-122.21,22.52,3379,1.51,34.68,-0.06,-1.3,1974,6,GEOSECS Ostlund et al (1987),
-121.48,28.51,3194,1.59,34.68,-0.06,**,1974,6,GEOSECS Ostlund et al (1987),
142.92,-65.73,460,0.66,34.68,-0.05,**,2000,12,Jacobs et al (2005),
-122.21,22.52,3779,1.51,34.68,-0.03,**,1974,6,GEOSECS Ostlund et al (1987),
-122.21,22.52,3580,1.5,34.68,-0.01,-1.4,1974,6,GEOSECS Ostlund et al (1987),
-122.21,22.52,3978,1.52,34.68,0.03,-1.3,1974,6,GEOSECS Ostlund et al (1987),
130.05,77.62,247,0.65,34.68,0.05,**,1995,8,Frank (1996),
143.5,79.25,200,0.86,34.68,0.06,**,2007,9,Abrahamsen et al (2009),
143.5,79.25,196,0.87,34.68,0.1,**,2007,9,Abrahamsen et al (2009),
126,77.47,148,0.92,34.68,0.16,**,1993,9,Frank (1996),
-176.9,78.15,203,0.52,34.68,0.2,**,1994,8,Ekwurzel et al (2001),
-160.34,73.11,204,0.12,34.68,0.3,**,1993,8,Cooper et al (1999),
142.55,36,4346,1.52,34.68,,-0.1,**,**,Horibe and Ogura (1968),
142.55,36,5800,1.62,34.68,,-0.8,**,**,Horibe and Ogura (1968),
142.55,36,6289,1.7,34.68,,-0.7,**,**,Horibe and Ogura (1968),
124.19,20.27,4877,1.65,34.68,,-0.2,**,**,Horibe and Ogura (1968),
135.99,30.98,2573,1.78,34.68,,0.6,**,**,Horibe and Ogura (1968),
135.99,30.98,3752,1.54,34.68,,0.1,**,**,Horibe and Ogura (1968),
136.08,31.75,2462,1.8,34.68,,0.3,**,**,Horibe and Ogura (1968),
-129.32,70.59,15,-1.91,34.69,-2.9,**,1988,3,Melling and Moore (1995),
142.85,29.08,9742,1.07,34.69,-0.21,**,1984,8,Oba (1988),
141,-65,1799,0.18,34.69,-0.17,**,2000,12,Jacobs et al (2005),
142.88,-65.81,754,0.41,34.69,-0.14,**,2000,12,Jacobs et al (2005),
142.85,29.08,7749,1.05,34.69,-0.13,**,1984,8,Oba (1988),
146.99,-65.82,743,0.59,34.69,-0.12,**,2001,1,Jacobs et al (2005),
134.93,7.73,7434,**,34.69,-0.09,**,**,**,Craig and Gordon (1965),
165.82,-12.28,8083,**,34.69,-0.09,**,**,**,Craig and Gordon (1965),
143.12,-65.63,513,0.77,34.69,-0.09,**,2000,12,Jacobs et al (2005),
144.01,-65.85,549,0.69,34.69,-0.09,**,2001,1,Jacobs et al (2005),
144,-65.83,549,0.69,34.69,-0.08,**,2001,1,Jacobs et al (2005),
144.41,-65.22,1499,0.43,34.69,-0.07,**,2001,1,Jacobs et al (2005),
145.71,-65.33,1601,0.5,34.69,-0.07,**,2001,1,Jacobs et al (2005),
148.41,-65.61,799,0.59,34.69,-0.07,**,2001,1,Jacobs et al (2005),
144.16,-65.69,558,0.67,34.69,-0.06,**,2001,1,Jacobs et al (2005),
-129.95,-43.01,3166,1.68,34.69,-0.03,**,1974,4,GEOSECS Ostlund et al (1987),
-101.84,-75.06,973,1.08,34.69,-0.03,**,1994,3,Jacobs et al (1996),
-101.48,-74.9,825,1.07,34.69,-0.01,**,1994,3,Jacobs et al (1996),
148.33,-65.93,747,0.54,34.69,0.01,**,2001,1,Jacobs et al (2005),
-103.1,-73.39,949,1.22,34.69,0.02,**,1994,3,Jacobs et al (1996),
145.71,-65.33,314,1.31,34.69,0.02,**,2001,1,Jacobs et al (2005),
-163.63,-32.83,3445,1.66,34.69,0.06,**,1974,3,GEOSECS Ostlund et al (1987),
160.62,80.22,195,0.35,34.69,0.08,**,2007,9,Abrahamsen et al (2009),
138.95,81.11,149,0.99,34.69,0.1,**,1995,8,Frank (1996),
125.59,77.86,147,0.98,34.69,0.15,**,1993,9,Frank (1996),
-134.55,0,381,9.39,34.69,0.17,**,1991,1,Laube-L'Enfant (1996),
-170.07,-38.38,399,9.42,34.69,0.22,**,1974,3,GEOSECS Ostlund et al (1987),
-156.58,72.3,250,0.46,34.69,0.3,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
-128.58,0,3,26.1,34.69,0.31,**,1991,1,Laube-L'Enfant (1996),
135.9,28,326,15.56,34.69,,2.8,**,**,Horibe and Ogura (1968),
135.99,30.98,0,21.1,34.69,,3.9,**,**,Horibe and Ogura (1968),
135.99,30.98,2965,1.62,34.69,,0.7,**,**,Horibe and Ogura (1968),
135.99,30.98,4147,1.57,34.69,,0.8,**,**,Horibe and Ogura (1968),
-129.2,71.58,240,**,34.7,-0.3,**,1987,3,H. Melling (pers. comm.),
173.67,-66.08,2850,0.12,34.7,-0.21,-2.5,1974,2,GEOSECS Ostlund et al (1987),
-146.93,56.46,3700,**,34.7,-0.2,**,1980,**,Kipphut (1990),
173.67,-66.08,2701,0.21,34.7,-0.19,-2.4,1974,2,GEOSECS Ostlund et al (1987),
173.67,-66.08,2404,0.33,34.7,-0.18,-1.7,1974,2,GEOSECS Ostlund et al (1987),
173.67,-66.08,2553,0.27,34.7,-0.17,-2.1,1974,2,GEOSECS Ostlund et al (1987),
173.67,-66.08,2998,0.05,34.7,-0.17,-3,1974,2,GEOSECS Ostlund et al (1987),
-178.03,-52.58,5177,0.9,34.7,-0.17,-1.5,1974,3,GEOSECS Ostlund et al (1987),
173.67,-66.08,1421,0.63,34.7,-0.15,-3,1974,2,GEOSECS Ostlund et al (1987),
173.67,-66.08,1642,0.55,34.7,-0.15,-1.8,1974,2,GEOSECS Ostlund et al (1987),
173.67,-66.08,2106,0.42,34.7,-0.15,-1.9,1974,2,GEOSECS Ostlund et al (1987),
-178.03,-52.58,4463,0.95,34.7,-0.15,-2,1974,3,GEOSECS Ostlund et al (1987),
142.17,11.28,8792,**,34.7,-0.12,**,**,**,Craig and Gordon (1965),
-178.03,-52.58,4915,0.9,34.7,-0.12,-1.8,1974,3,GEOSECS Ostlund et al (1987),
-103.44,-66.99,4807,0.36,34.7,-0.12,**,1994,3,Jacobs et al (1996),
-149.5,-13.42,4000,**,34.7,-0.11,**,1949,**,Epstein and Mayeda (1953),
-178.03,-52.58,5067,0.88,34.7,-0.11,-1.5,1974,3,GEOSECS Ostlund et al (1987),
-154.97,71.88,230,-0.18,34.7,-0.09,**,1992,8,Cooper et al (1997),
134.93,7.73,7929,**,34.7,-0.09,**,**,**,Craig and Gordon (1965),
165.82,-12.28,6200,**,34.7,-0.09,**,**,**,Craig and Gordon (1965),
168.55,-20.55,4624,**,34.7,-0.09,**,**,**,Craig and Gordon (1965),
173.67,-66.08,196,1.37,34.7,-0.08,-1.2,1974,2,GEOSECS Ostlund et al (1987),
134.93,7.73,5000,**,34.7,-0.07,**,**,**,Craig and Gordon (1965),
153.75,-6.32,5863,**,34.7,-0.07,**,**,**,Craig and Gordon (1965),
168.55,-20.55,6601,**,34.7,-0.07,**,**,**,Craig and Gordon (1965),
145.47,-65.69,462,1.02,34.7,-0.06,**,2001,1,Jacobs et al (2005),
153.75,-6.32,7839,**,34.7,-0.05,**,**,**,Craig and Gordon (1965),
-129.95,-43.01,3860,1.41,34.7,-0.05,**,1974,4,GEOSECS Ostlund et al (1987),
140.76,-65.23,499,0.96,34.7,-0.05,**,2000,12,Jacobs et al (2005),
-109.11,-73.96,885,1.08,34.7,-0.04,**,1994,3,Jacobs et al (1996),
-163.63,-32.83,5169,1.06,34.7,-0.01,**,1974,3,GEOSECS Ostlund et al (1987),
144.28,-65.52,549,0.87,34.7,-0.01,**,2001,1,Jacobs et al (2005),
-103.19,-72.56,509,1.31,34.7,0,**,1994,3,Jacobs et al (1996),
147.32,-65.5,373,1.25,34.7,0,**,2001,1,Jacobs et al (2005),
-101.57,-71.21,448,1.42,34.7,0.02,**,1994,3,Jacobs et al (1996),
-170.07,-38.38,4780,0.92,34.7,0.03,**,1974,3,GEOSECS Ostlund et al (1987),
144,79.53,175,0.79,34.7,0.18,**,2008,10,Abrahamsen et al (2009),
-174.31,79.98,232,0.07,34.7,0.18,**,1994,8,Ekwurzel et al (2001),
158.58,79.47,195,0.5,34.7,0.22,**,2007,9,Abrahamsen et al (2009),
-150.32,20.97,0,**,34.7,0.39,**,**,**,Epstein and Mayeda (1953),
135.93,29.97,2737,1.62,34.7,,0.8,**,**,Horibe and Ogura (1968),
135.93,29.97,3152,1.55,34.7,,0.9,**,**,Horibe and Ogura (1968),
135.99,30.98,11,21.05,34.7,,3.8,**,**,Horibe and Ogura (1968),
135.99,30.98,647,15.82,34.7,,3.5,**,**,Horibe and Ogura (1968),
173.67,-66.08,2254,0.39,34.7,,-2,1974,2,GEOSECS Ostlund et al (1987),
-178.03,-52.58,4009,1.09,34.71,-0.15,**,1974,3,GEOSECS Ostlund et al (1987),
173.67,-66.08,1198,0.75,34.71,-0.14,-2,1974,2,GEOSECS Ostlund et al (1987),
-178.03,-52.58,4158,1.03,34.71,-0.09,-1.7,1974,3,GEOSECS Ostlund et al (1987),
142.17,11.28,6781,**,34.71,-0.08,**,**,**,Craig and Gordon (1965),
173.67,-66.08,998,0.89,34.71,-0.08,-1.4,1974,2,GEOSECS Ostlund et al (1987),
145.47,-65.69,899,0.81,34.71,-0.08,**,2001,1,Jacobs et al (2005),
152.25,-5.97,6189,**,34.71,-0.07,**,**,**,Craig and Gordon (1965),
152.25,-5.97,8150,**,34.71,-0.07,**,**,**,Craig and Gordon (1965),
-129.95,-43.01,4390,1.23,34.71,-0.06,**,1974,4,GEOSECS Ostlund et al (1987),
143,-65.33,382,1.12,34.71,-0.06,**,2000,12,Jacobs et al (2005),
152.25,-5.97,5208,**,34.71,-0.05,**,**,**,Craig and Gordon (1965),
142.17,11.28,8287,**,34.71,-0.04,**,**,**,Craig and Gordon (1965),
173.67,-66.08,270,1.42,34.71,-0.04,-1.5,1974,2,GEOSECS Ostlund et al (1987),
-170.07,-38.38,4317,0.98,34.71,-0.04,**,1974,3,GEOSECS Ostlund et al (1987),
147.1,-65.73,880,0.78,34.71,-0.04,**,2001,1,Jacobs et al (2005),
-163.63,-32.83,4426,1.11,34.71,-0.03,**,1974,3,GEOSECS Ostlund et al (1987),
142.16,-64.96,398,1.31,34.71,-0.03,**,2000,12,Jacobs et al (2005),
144.41,-65.22,549,1.04,34.71,-0.03,**,2001,1,Jacobs et al (2005),
-163.63,-32.83,4573,1.07,34.71,-0.01,**,1974,3,GEOSECS Ostlund et al (1987),
-163.63,-32.83,4279,1.18,34.71,0,**,1974,3,GEOSECS Ostlund et al (1987),
-170.07,-38.38,3032,1.87,34.71,0.03,**,1974,3,GEOSECS Ostlund et al (1987),
-163.63,-32.83,3823,1.49,34.71,0.03,**,1974,3,GEOSECS Ostlund et al (1987),
152,80.27,195,0.42,34.71,0.06,**,2007,9,Abrahamsen et al (2009),
-145.58,73.93,338,0.09,34.71,0.06,**,1985,4,Ostlund et al (1987),
133.96,78.5,155,1.44,34.71,0.16,**,1995,8,Frank (1996),
-166.66,-44.95,3,13.32,34.71,0.18,1.4,1974,3,GEOSECS Ostlund et al (1987),
-143,9,0,**,34.71,0.28,**,**,**,Craig and Gordon (1965),
135.93,29.97,2337,1.74,34.71,,0.7,**,**,Horibe and Ogura (1968),
136.08,31.75,2849,1.62,34.71,,-0.1,**,**,Horibe and Ogura (1968),
136.08,31.75,4017,1.56,34.71,,0.6,**,**,Horibe and Ogura (1968),
-178.03,-52.58,2327,2.19,34.71,,-0.9,1974,3,GEOSECS Ostlund et al (1987),
150,89,250,0.38,34.72,-0.4,**,1969,12,Vetshteyn et al (1974),
-178.03,-52.58,3511,1.32,34.72,-0.12,-1.4,1974,3,GEOSECS Ostlund et al (1987),
173.67,-66.08,784,1.03,34.72,-0.06,-1.6,1974,2,GEOSECS Ostlund et al (1987),
173.67,-66.08,466,1.25,34.72,-0.05,-1.4,1974,2,GEOSECS Ostlund et al (1987),
173.67,-66.08,589,1.15,34.72,-0.03,-0.9,1974,2,GEOSECS Ostlund et al (1987),
-101.48,-71.11,936,1.01,34.72,-0.03,**,1994,3,Jacobs et al (1996),
141,-65,569,1.08,34.72,-0.02,**,2000,12,Jacobs et al (2005),
-170.07,-38.38,3784,1.27,34.72,-0.01,**,1974,3,GEOSECS Ostlund et al (1987),
-103.19,-72.56,662,1.24,34.72,-0.01,**,1994,3,Jacobs et al (1996),
-101.57,-71.21,533,1.28,34.72,0.01,**,1994,3,Jacobs et al (1996),
-170.07,-38.38,3131,1.8,34.72,0.04,**,1974,3,GEOSECS Ostlund et al (1987),
148.03,80.4,195,0.64,34.72,0.07,**,2007,9,Abrahamsen et al (2009),
-109.7,85.85,271,0.13,34.72,0.08,**,1983,5,Ostlund et al (1987),
158.35,79.45,199,0.96,34.72,0.1,**,2008,10,Abrahamsen et al (2009),
162.18,80.55,199,0.68,34.72,0.12,**,2008,10,Abrahamsen et al (2009),
-122.99,16.52,226,11.72,34.72,0.16,**,1974,6,GEOSECS Ostlund et al (1987),
-166.5,74.5,250,0.27,34.72,0.18,**,1993,8,Cooper et al (1999),
-178.62,80.33,203,0.82,34.72,0.19,**,1994,8,Ekwurzel et al (2001),
130.57,79.65,195,1.09,34.72,0.19,**,1993,9,Frank (1996),
148.24,79.5,214,1.08,34.72,0.19,**,1995,8,Frank (1996),
-167.1,74.3,300,0.2,34.72,0.2,**,1993,8,Cooper et al (1999),
-164.08,75.2,250,-0.23,34.72,0.21,**,1993,8,Cooper et al (1999),
-158.99,72.9,275,0.27,34.72,0.36,**,1993,8,Cooper et al (1999),
124.19,20.27,316,16.36,34.72,,2.9,**,**,Horibe and Ogura (1968),
135.93,29.97,3580,1.52,34.72,,0.8,**,**,Horibe and Ogura (1968),
136.08,31.75,59,21.06,34.72,,4,**,**,Horibe and Ogura (1968),
136.08,31.75,3626,1.54,34.72,,0.1,**,**,Horibe and Ogura (1968),
-155.13,71.78,230,0.06,34.73,-0.54,**,1992,8,Cooper et al (1997),
142.45,-66.95,549,-1.91,34.73,-0.33,**,2000,12,Jacobs et al (2005),
-170.07,-38.38,3494,1.49,34.73,-0.01,**,1974,3,GEOSECS Ostlund et al (1987),
-163.63,-32.83,3980,1.4,34.73,-0.01,**,1974,3,GEOSECS Ostlund et al (1987),
-101.48,-71.11,648,1.22,34.73,0.03,**,1994,3,Jacobs et al (1996),
-170.07,-38.38,3397,1.58,34.73,0.04,**,1974,3,GEOSECS Ostlund et al (1987),
148.47,-65.39,499,1.39,34.73,0.05,**,2001,1,Jacobs et al (2005),
-170.07,-38.38,3229,1.75,34.73,0.06,**,1974,3,GEOSECS Ostlund et al (1987),
156,80.15,195,0.67,34.73,0.07,**,2007,9,Abrahamsen et al (2009),
160.71,87.16,229,0.24,34.73,0.15,**,1994,8,Ekwurzel et al (2001),
160.22,80.03,199,0.68,34.73,0.17,**,2008,10,Abrahamsen et al (2009),
138.8,80.78,150,0.99,34.73,0.18,**,2008,10,Abrahamsen et al (2009),
159.33,79.75,249,0.6,34.73,0.2,**,2008,10,Abrahamsen et al (2009),
134.45,7.33,2,28.3,34.73,0.48,**,1998,4,Morimoto et al (2002),
135.93,29.97,470,15.08,34.73,,2.5,**,**,Horibe and Ogura (1968),
-178.03,-52.58,3067,1.66,34.73,,-1.1,1974,3,GEOSECS Ostlund et al (1987),
-154.97,71.88,264,0.01,34.74,-0.63,**,1992,8,Cooper et al (1997),
-178.03,-52.58,2918,1.74,34.74,-0.06,-0.8,1974,3,GEOSECS Ostlund et al (1987),
126.39,77.03,79,0.53,34.74,0.11,**,1993,9,Frank (1996),
126.39,77.03,86,0.54,34.74,0.13,**,1993,9,Frank (1996),
-143.57,71.02,300,0.12,34.74,0.14,**,1984,10,Ostlund and Grall (1993),
161.88,80.63,195,0.72,34.74,0.2,**,2007,9,Abrahamsen et al (2009),
-170.58,75.45,233,0.71,34.74,0.2,**,1994,7,Ekwurzel et al (2001),
-173.25,80.15,264,0.27,34.74,0.2,**,1994,8,Ekwurzel et al (2001),
-143.43,72.57,351,0.18,34.74,0.23,**,1984,10,Ostlund and Grall (1993),
133.39,78.14,170,1.18,34.74,0.24,**,1993,9,Frank (1996),
125.93,79.17,147,1.61,34.74,0.26,**,2008,10,Abrahamsen et al (2009),
-104.92,0,48,23.12,34.74,0.31,**,1991,1,Laube-L'Enfant (1996),
165,-1.5,3,29.76,34.74,0.36,**,1991,2,Laube-L'Enfant (1996),
-155.69,71.65,228,0.11,34.75,-0.03,**,1992,8,Cooper et al (1997),
-155.13,71.78,225,0.14,34.75,-0.01,**,1992,8,Cooper et al (1997),
144.12,80.33,195,1.08,34.75,0.15,**,2007,9,Abrahamsen et al (2009),
148.1,79.45,202,0.83,34.75,0.18,**,1995,7,Frank (1996),
-104.92,0,79,19.5,34.75,0.19,**,1991,1,Laube-L'Enfant (1996),
-175.82,78.98,211,0.88,34.75,0.2,**,1994,8,Ekwurzel et al (2001),
143.09,79.82,199,1.18,34.75,0.2,**,1995,9,Frank (1996),
-133.7,71.16,319,**,34.75,0.27,**,1985,4,H. Melling (pers. comm.),
-133.7,71.17,320,**,34.75,0.27,**,1984,10,Ostlund and Grall (1993),
165,-0.5,3,29.83,34.75,0.34,**,1991,2,Laube-L'Enfant (1996),
-177,32.02,8,25.76,34.75,0.37,2.4,1973,9,GEOSECS Ostlund et al (1987),
-139.07,70.41,350,**,34.75,0.53,**,1990,9,Macdonald et al (1995),
-133.7,71.09,300,0.24,34.76,-0.2,**,1988,3,Melling and Moore (1995),
142.68,79.62,195,0.94,34.76,0.11,**,2007,9,Abrahamsen et al (2009),
140.97,80.25,197,1.13,34.76,0.12,**,2007,9,Abrahamsen et al (2009),
135.5,78.65,196,1.15,34.76,0.13,**,2007,9,Abrahamsen et al (2009),
157.97,79.32,208,1.05,34.76,0.16,**,2008,10,Abrahamsen et al (2009),
-165.29,74.81,300,0.54,34.76,0.17,**,1993,8,Cooper et al (1999),
130.03,77.86,196,1.35,34.76,0.2,**,1995,8,Frank (1996),
-174.31,79.98,262,0.25,34.76,0.22,**,1994,8,Ekwurzel et al (2001),
134.74,78.72,986,-0.19,34.76,0.24,**,1995,8,Frank (1996),
-143.42,72.57,400,0.23,34.76,0.24,**,1984,10,Ostlund and Grall (1993),
-143.47,72.58,373,**,34.76,0.3,**,1990,9,Macdonald et al (1995),
142.45,-66.95,698,-1.91,34.77,-0.33,**,2000,12,Jacobs et al (2005),
160.62,80.22,244,0.79,34.77,0.03,**,2007,9,Abrahamsen et al (2009),
141.2,80.22,199,0.88,34.77,0.11,**,2008,10,Abrahamsen et al (2009),
158.77,79.58,249,0.82,34.77,0.11,**,2008,10,Abrahamsen et al (2009),
-114.9,0,351,10.67,34.77,0.12,**,1991,1,Laube-L'Enfant (1996),
150.08,81.2,198,1.22,34.77,0.13,**,1995,8,Frank (1996),
144.72,81.2,198,1.24,34.77,0.16,**,1995,8,Frank (1996),
142.85,29.08,48,21.64,34.77,0.17,**,1984,8,Oba (1988),
159.67,79.9,249,0.82,34.77,0.23,**,2008,10,Abrahamsen et al (2009),
-166.5,74.5,321,0.44,34.77,0.25,**,1993,8,Cooper et al (1999),
-156.58,72.3,275,0.71,34.77,0.34,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
-157.46,72.77,333,0.45,34.77,0.46,**,1993,8,Cooper et al (1999),
-169.97,-10.18,6,28.33,34.77,0.5,3.4,1974,1,GEOSECS Ostlund et al (1987),
172.92,1.35,0,**,34.77,0.55,**,1991,4,Cole (1996),
134.45,7.33,2,28.72,34.77,0.6,**,1998,4,Morimoto et al (2002),
124.19,20.27,88,23.71,34.77,,2.9,**,**,Horibe and Ogura (1968),
142.45,-66.95,826,-1.9,34.78,-0.3,**,2000,12,Jacobs et al (2005),
159.4,79.77,244,0.88,34.78,0.12,**,2007,9,Abrahamsen et al (2009),
133.26,78.31,195,1.26,34.78,0.14,**,1993,9,Frank (1996),
132.96,78.49,201,1.4,34.78,0.17,**,1993,9,Frank (1996),
156,80.15,243,0.91,34.78,0.2,**,2007,9,Abrahamsen et al (2009),
-104.92,0,59,22.55,34.78,0.21,**,1991,1,Laube-L'Enfant (1996),
150.13,80.51,197,1.3,34.78,0.21,**,1995,8,Frank (1996),
-170.58,75.45,264,0.91,34.78,0.23,**,1994,7,Ekwurzel et al (2001),
141.87,81.16,198,1.34,34.78,0.23,**,1995,8,Frank (1996),
161.88,80.63,244,0.95,34.78,0.25,**,2007,9,Abrahamsen et al (2009),
144,79.53,199,1.23,34.78,0.25,**,2008,10,Abrahamsen et al (2009),
139.6,80.58,195,1.26,34.78,0.27,**,2007,9,Abrahamsen et al (2009),
-176.9,78.15,243,0.91,34.78,0.27,**,1994,8,Ekwurzel et al (2001),
134.74,78.72,1536,-0.58,34.78,0.27,**,1995,8,Frank (1996),
144,33,250,16.95,34.78,0.3,**,1997,5,M. Itou (pers. comm.),
158.58,79.47,225,1.03,34.78,0.33,**,2007,9,Abrahamsen et al (2009),
172.92,1.35,0,**,34.78,0.45,**,1991,10,Cole (1996),
172.92,1.35,0,**,34.78,0.5,**,1991,4,Cole (1996),
-157.22,71.44,129,0.28,34.78,0.65,**,1993,9,Cooper et al (1999),
135.93,29.97,399,16.5,34.78,,2.4,**,**,Horibe and Ogura (1968),
-110,85.5,300,0.26,34.79,-0.23,**,1983,4,Ostlund et al (1987),
-154.97,71.88,300,0.19,34.79,-0.2,**,1992,8,Cooper et al (1997),
175.5,75.5,300,0.74,34.79,-0.03,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
150,89,400,0.88,34.79,0,**,1969,12,Vetshteyn et al (1974),
125.98,77.15,243,1.26,34.79,0.12,**,2007,9,Abrahamsen et al (2009),
142.85,29.08,290,16.51,34.79,0.19,**,1984,8,Oba (1988),
-175.82,78.98,236,1.04,34.79,0.2,**,1994,8,Ekwurzel et al (2001),
160.71,87.16,254,0.42,34.79,0.2,**,1994,8,Ekwurzel et al (2001),
-173.32,76.62,286,0.49,34.79,0.22,**,1994,8,Ekwurzel et al (2001),
161.25,80.33,249,0.93,34.79,0.25,**,2008,10,Abrahamsen et al (2009),
-175.82,78.98,256,1.01,34.79,0.25,**,1994,8,Ekwurzel et al (2001),
-113.17,0,3,24.4,34.79,0.3,**,1991,1,Laube-L'Enfant (1996),
-110.13,80.63,350,0.32,34.79,0.33,**,1988,9,Ostlund and Grall (1993),
-143.43,72.57,401,0.34,34.79,0.38,**,1984,10,Ostlund and Grall (1993),
172.92,1.35,0,**,34.79,0.4,**,1991,9,Cole (1996),
-139.07,70.41,400,**,34.79,0.44,**,1990,9,Macdonald et al (1995),
165,0.02,3,29.87,34.79,0.54,**,1991,2,Laube-L'Enfant (1996),
172.92,1.35,0,**,34.79,0.73,**,1991,6,Cole (1996),
138.41,81.04,197,1.55,34.8,0.15,**,1995,8,Frank (1996),
152,80.27,294,0.8,34.8,0.16,**,2007,9,Abrahamsen et al (2009),
142.32,79.93,199,1.03,34.8,0.2,**,2008,10,Abrahamsen et al (2009),
133.55,78.07,173,1.29,34.8,0.2,**,1993,9,Frank (1996),
135.95,80.98,197,1.54,34.8,0.2,**,1995,8,Frank (1996),
143.43,81.15,197,1.29,34.8,0.21,**,1995,8,Frank (1996),
136.48,81.27,196,1.16,34.8,0.23,**,2008,10,Abrahamsen et al (2009),
-171.67,75.94,289,0.84,34.8,0.27,**,1994,7,Ekwurzel et al (2001),
-118.87,82.08,350,0.27,34.8,0.27,**,1988,9,Ostlund and Grall (1993),
140.03,80.52,199,1.03,34.8,0.28,**,2008,10,Abrahamsen et al (2009),
-146,2,0,**,34.8,0.29,**,**,**,Craig and Gordon (1965),
-165.29,74.81,400,0.53,34.8,0.31,**,1993,8,Cooper et al (1999),
